protein1 protein2 combined_score
243273.MG_443 243273.MG_427 187
243273.MG_443 243273.MG_252 177
243273.MG_443 243273.MG_442 781
243273.MG_443 243273.MG_440 313
243273.MG_443 243273.MG_316 204
243273.MG_443 243273.MG_444 797
243273.MG_443 243273.MG_352 175
243273.MG_443 243273.MG_439 313
243273.MG_443 243273.MG_412 601
243273.MG_443 243273.MG_371 184
243273.MG_443 243273.MG_373 706
243273.MG_443 243273.MG_098 353
243273.MG_443 243273.MG_462 221
243273.MG_443 243273.MG_170 257
243273.MG_443 243273.MG_190 249
243273.MG_443 243273.MG_390 231
243273.MG_443 243273.MG_441 462
243273.MG_443 243273.MG_409 507
243273.MG_443 243273.MG_064 698
243273.MG_443 243273.MG_446 795
243273.MG_443 243273.MG_291 289
243273.MG_443 243273.MG_090 616
243273.MG_443 243273.MG_226 178
243273.MG_443 243273.MG_445 797
243273.MG_443 243273.MG_326 166
243273.MG_443 243273.MG_356 475
243273.MG_443 243273.MG_411 250
243273.MG_443 243273.MG_040 317
243273.MG_443 243273.MG_225 233
243273.MG_443 243273.MG_402 270
243273.MG_443 243273.MG_464 275
243273.MG_443 243273.MG_366 404
243273.MG_444 243273.MG_002 731
243273.MG_444 243273.MG_041 371
243273.MG_444 243273.MG_257 999
243273.MG_444 243273.MG_215 220
243273.MG_444 243273.MG_089 999
243273.MG_444 243273.MG_114 270
243273.MG_444 243273.MG_305 181
243273.MG_444 243273.MG_341 868
243273.MG_444 243273.MG_378 222
243273.MG_444 243273.MG_111 368
243273.MG_444 243273.MG_066 153
243273.MG_444 243273.MG_004 207
243273.MG_444 243273.MG_334 152
243273.MG_444 243273.MG_030 193
243273.MG_444 243273.MG_088 999
243273.MG_444 243273.MG_398 206
243273.MG_444 243273.MG_197 999
243273.MG_444 243273.MG_404 344
243273.MG_444 243273.MG_411 252
243273.MG_444 243273.MG_278 977
243273.MG_444 243273.MG_464 653
243273.MG_444 243273.MG_401 325
243273.MG_444 243273.MG_160 999
243273.MG_444 243273.MG_155 999
243273.MG_444 243273.MG_232 999
243273.MG_444 243273.MG_370 444
243273.MG_444 243273.MG_082 999
243273.MG_444 243273.MG_070 999
243273.MG_444 243273.MG_403 564
243273.MG_444 243273.MG_261 188
243273.MG_444 243273.MG_274 153
243273.MG_444 243273.MG_195 690
243273.MG_444 243273.MG_171 412
243273.MG_444 243273.MG_402 520
243273.MG_444 243273.MG_154 999
243273.MG_444 243273.MG_443 797
243273.MG_444 243273.MG_292 158
243273.MG_444 243273.MG_238 832
243273.MG_444 243273.MG_092 999
243273.MG_444 243273.MG_163 999
243273.MG_444 243273.MG_173 371
243273.MG_444 243273.MG_467 193
243273.MG_444 243273.MG_161 999
243273.MG_444 243273.MG_164 999
243273.MG_444 243273.MG_021 277
243273.MG_444 243273.MG_287 890
243273.MG_444 243273.MG_522 999
243273.MG_444 243273.MG_026 994
243273.MG_444 243273.MG_353 343
243273.MG_444 243273.MG_477 231
243273.MG_444 243273.MG_469 358
243273.MG_444 243273.MG_465 169
243273.MG_444 243273.MG_384 909
243273.MG_444 243273.MG_196 671
243273.MG_444 243273.MG_072 669
243273.MG_444 243273.MG_340 721
243273.MG_444 243273.MG_367 998
243273.MG_444 243273.MG_394 174
243273.MG_444 243273.MG_424 999
243273.MG_444 243273.MG_023 699
243273.MG_444 243273.MG_177 835
243273.MG_444 243273.MG_460 239
243273.MG_444 243273.MG_462 262
243273.MG_444 243273.MG_058 305
243273.MG_444 243273.MG_113 169
243273.MG_444 243273.MG_383 250
243273.MG_444 243273.MG_318 899
243273.MG_444 243273.MG_055 754
243273.MG_444 243273.MG_098 269
243273.MG_444 243273.MG_400 454
243273.MG_444 243273.MG_455 258
243273.MG_444 243273.MG_106 961
243273.MG_444 243273.MG_332 500
243273.MG_444 243273.MG_087 999
243273.MG_444 243273.MG_526 193
243273.MG_444 243273.MG_361 999
243273.MG_444 243273.MG_323 229
243273.MG_444 243273.MG_170 810
243273.MG_444 243273.MG_233 291
243273.MG_444 243273.MG_417 999
243273.MG_444 243273.MG_178 999
243273.MG_444 243273.MG_127 186
243273.MG_444 243273.MG_445 971
243273.MG_444 243273.MG_308 374
243273.MG_444 243273.MG_090 999
243273.MG_444 243273.MG_176 999
243273.MG_444 243273.MG_363 999
243273.MG_444 243273.MG_446 999
243273.MG_444 243273.MG_156 999
243273.MG_444 243273.MG_441 446
243273.MG_444 243273.MG_198 999
243273.MG_444 243273.MG_100 256
243273.MG_444 243273.MG_399 151
243273.MG_444 243273.MG_093 999
243273.MG_444 243273.MG_405 282
243273.MG_444 243273.MG_209 530
243273.MG_444 243273.MG_375 874
243273.MG_444 243273.MG_299 168
243273.MG_444 243273.MG_516 191
243273.MG_444 243273.MG_362 999
243273.MG_444 243273.MG_132 252
243273.MG_444 243273.MG_258 990
243273.MG_444 243273.MG_418 999
243273.MG_444 243273.MG_434 550
243273.MG_444 243273.MG_162 999
243273.MG_444 243273.MG_143 236
243273.MG_444 243273.MG_442 976
243273.MG_444 243273.MG_150 999
243273.MG_444 243273.MG_440 304
243273.MG_444 243273.MG_252 529
243273.MG_444 243273.MG_081 999
243273.MG_444 243273.MG_351 253
243273.MG_444 243273.MG_204 207
243273.MG_444 243273.MG_166 999
243273.MG_444 243273.MG_466 999
243273.MG_444 243273.MG_168 999
243273.MG_444 243273.MG_056 186
243273.MG_444 243273.MG_451 999
243273.MG_444 243273.MG_138 993
243273.MG_444 243273.MG_059 992
243273.MG_444 243273.MG_165 999
243273.MG_444 243273.MG_126 186
243273.MG_444 243273.MG_158 999
243273.MG_444 243273.MG_347 156
243273.MG_444 243273.MG_019 731
243273.MG_444 243273.MG_368 290
243273.MG_444 243273.MG_174 999
243273.MG_444 243273.MG_282 276
243273.MG_444 243273.MG_167 999
243273.MG_444 243273.MG_457 929
243273.MG_444 243273.MG_112 292
243273.MG_444 243273.MG_425 374
243273.MG_444 243273.MG_172 292
243273.MG_444 243273.MG_300 412
243273.MG_444 243273.MG_435 999
243273.MG_444 243273.MG_439 304
243273.MG_444 243273.MG_200 731
243273.MG_444 243273.MG_249 163
243273.MG_444 243273.MG_259 435
243273.MG_444 243273.MG_325 938
243273.MG_444 243273.MG_102 190
243273.MG_444 243273.MG_044 219
243273.MG_444 243273.MG_157 999
243273.MG_444 243273.MG_151 999
243273.MG_444 243273.MG_311 999
243273.MG_444 243273.MG_152 999
243273.MG_444 243273.MG_234 999
243273.MG_444 243273.MG_476 781
243273.MG_444 243273.MG_141 735
243273.MG_444 243273.MG_207 173
243273.MG_444 243273.MG_194 273
243273.MG_444 243273.MG_175 999
243273.MG_444 243273.MG_153 999
243273.MG_444 243273.MG_481 999
243273.MG_444 243273.MG_184 218
243273.MG_444 243273.MG_142 910
243273.MG_444 243273.MG_169 999
243273.MG_444 243273.MG_134 158
243273.MG_444 243273.MG_365 186
243273.MG_444 243273.MG_407 199
243273.MG_444 243273.MG_275 580
243273.MG_444 243273.MG_065 193
243273.MG_444 243273.MG_091 321
243273.MG_444 243273.MG_426 999
243273.MG_444 243273.MG_433 868
243273.MG_444 243273.MG_159 999
243273.MG_444 243273.MG_048 949
243273.MG_444 243273.MG_297 708
243273.MG_444 243273.MG_122 357
243273.MG_444 243273.MG_357 248
243273.MG_444 243273.MG_107 265
243273.MG_444 243273.MG_099 244
243273.MG_444 243273.MG_473 938
243273.MG_444 243273.MG_085 186
243273.MG_444 243273.MG_054 725
243273.MG_445 243273.MG_363 522
243273.MG_445 243273.MG_446 978
243273.MG_445 243273.MG_156 518
243273.MG_445 243273.MG_090 651
243273.MG_445 243273.MG_176 569
243273.MG_445 243273.MG_330 196
243273.MG_445 243273.MG_399 236
243273.MG_445 243273.MG_441 446
243273.MG_445 243273.MG_355 233
243273.MG_445 243273.MG_198 310
243273.MG_445 243273.MG_346 375
243273.MG_445 243273.MG_062 357
243273.MG_445 243273.MG_178 492
243273.MG_445 243273.MG_127 186
243273.MG_445 243273.MG_323 240
243273.MG_445 243273.MG_170 698
243273.MG_445 243273.MG_417 684
243273.MG_445 243273.MG_455 277
243273.MG_445 243273.MG_419 266
243273.MG_445 243273.MG_087 529
243273.MG_445 243273.MG_332 255
243273.MG_445 243273.MG_361 518
243273.MG_445 243273.MG_400 494
243273.MG_445 243273.MG_462 209
243273.MG_445 243273.MG_460 184
243273.MG_445 243273.MG_058 327
243273.MG_445 243273.MG_222 409
243273.MG_445 243273.MG_318 455
243273.MG_445 243273.MG_055 267
243273.MG_445 243273.MG_196 352
243273.MG_445 243273.MG_295 711
243273.MG_445 243273.MG_340 470
243273.MG_445 243273.MG_367 314
243273.MG_445 243273.MG_032 158
243273.MG_445 243273.MG_394 204
243273.MG_445 243273.MG_424 419
243273.MG_445 243273.MG_465 538
243273.MG_445 243273.MG_266 181
243273.MG_445 243273.MG_384 185
243273.MG_445 243273.MG_177 546
243273.MG_445 243273.MG_026 449
243273.MG_445 243273.MG_469 162
243273.MG_445 243273.MG_136 200
243273.MG_445 243273.MG_477 211
243273.MG_445 243273.MG_034 161
243273.MG_445 243273.MG_027 206
243273.MG_445 243273.MG_329 165
243273.MG_445 243273.MG_522 223
243273.MG_445 243273.MG_238 504
243273.MG_445 243273.MG_092 575
243273.MG_445 243273.MG_163 539
243273.MG_445 243273.MG_164 465
243273.MG_445 243273.MG_021 277
243273.MG_445 243273.MG_287 259
243273.MG_445 243273.MG_161 491
243273.MG_445 243273.MG_274 163
243273.MG_445 243273.MG_195 751
243273.MG_445 243273.MG_403 487
243273.MG_445 243273.MG_402 572
243273.MG_445 243273.MG_154 699
243273.MG_445 243273.MG_443 797
243273.MG_445 243273.MG_292 249
243273.MG_445 243273.MG_160 448
243273.MG_445 243273.MG_155 466
243273.MG_445 243273.MG_232 411
243273.MG_445 243273.MG_464 354
243273.MG_445 243273.MG_401 512
243273.MG_445 243273.MG_082 605
243273.MG_445 243273.MG_070 735
243273.MG_445 243273.MG_398 190
243273.MG_445 243273.MG_088 518
243273.MG_445 243273.MG_197 230
243273.MG_445 243273.MG_411 336
243273.MG_445 243273.MG_404 302
243273.MG_445 243273.MG_066 176
243273.MG_445 243273.MG_004 242
243273.MG_445 243273.MG_208 152
243273.MG_445 243273.MG_334 257
243273.MG_445 243273.MG_030 199
243273.MG_445 243273.MG_379 398
243273.MG_445 243273.MG_341 587
243273.MG_445 243273.MG_111 252
243273.MG_445 243273.MG_257 288
243273.MG_445 243273.MG_041 201
243273.MG_445 243273.MG_089 620
243273.MG_445 243273.MG_114 236
243273.MG_445 243273.MG_392 262
243273.MG_445 243273.MG_216 224
243273.MG_445 243273.MG_429 194
243273.MG_445 243273.MG_463 455
243273.MG_445 243273.MG_357 204
243273.MG_445 243273.MG_107 186
243273.MG_445 243273.MG_054 180
243273.MG_445 243273.MG_473 285
243273.MG_445 243273.MG_380 413
243273.MG_445 243273.MG_085 186
243273.MG_445 243273.MG_048 488
243273.MG_445 243273.MG_159 419
243273.MG_445 243273.MG_297 186
243273.MG_445 243273.MG_122 357
243273.MG_445 243273.MG_433 711
243273.MG_445 243273.MG_426 459
243273.MG_445 243273.MG_083 153
243273.MG_445 243273.MG_365 252
243273.MG_445 243273.MG_407 280
243273.MG_445 243273.MG_169 517
243273.MG_445 243273.MG_153 665
243273.MG_445 243273.MG_116 267
243273.MG_445 243273.MG_387 186
243273.MG_445 243273.MG_142 505
243273.MG_445 243273.MG_481 252
243273.MG_445 243273.MG_194 243
243273.MG_445 243273.MG_207 179
243273.MG_445 243273.MG_141 579
243273.MG_445 243273.MG_049 185
243273.MG_445 243273.MG_175 498
243273.MG_445 243273.MG_234 527
243273.MG_445 243273.MG_254 219
243273.MG_445 243273.MG_372 355
243273.MG_445 243273.MG_345 169
243273.MG_445 243273.MG_325 285
243273.MG_445 243273.MG_102 227
243273.MG_445 243273.MG_311 686
243273.MG_445 243273.MG_152 700
243273.MG_445 243273.MG_459 355
243273.MG_445 243273.MG_250 253
243273.MG_445 243273.MG_157 559
243273.MG_445 243273.MG_151 632
243273.MG_445 243273.MG_046 497
243273.MG_445 243273.MG_435 327
243273.MG_445 243273.MG_439 304
243273.MG_445 243273.MG_249 194
243273.MG_445 243273.MG_259 689
243273.MG_445 243273.MG_282 388
243273.MG_445 243273.MG_167 475
243273.MG_445 243273.MG_431 243
243273.MG_445 243273.MG_112 186
243273.MG_445 243273.MG_347 353
243273.MG_445 243273.MG_444 971
243273.MG_445 243273.MG_158 495
243273.MG_445 243273.MG_174 310
243273.MG_445 243273.MG_368 378
243273.MG_445 243273.MG_206 161
243273.MG_445 243273.MG_056 475
243273.MG_445 243273.MG_451 320
243273.MG_445 243273.MG_096 183
243273.MG_445 243273.MG_165 534
243273.MG_445 243273.MG_437 166
243273.MG_445 243273.MG_059 215
243273.MG_445 243273.MG_283 348
243273.MG_445 243273.MG_277 156
243273.MG_445 243273.MG_252 390
243273.MG_445 243273.MG_081 557
243273.MG_445 243273.MG_466 169
243273.MG_445 243273.MG_168 514
243273.MG_445 243273.MG_351 188
243273.MG_445 243273.MG_008 421
243273.MG_445 243273.MG_204 242
243273.MG_445 243273.MG_166 537
243273.MG_445 243273.MG_143 221
243273.MG_445 243273.MG_150 670
243273.MG_445 243273.MG_201 225
243273.MG_445 243273.MG_442 820
243273.MG_445 243273.MG_440 304
243273.MG_445 243273.MG_162 484
243273.MG_445 243273.MG_258 197
243273.MG_445 243273.MG_418 710
243273.MG_445 243273.MG_132 232
243273.MG_445 243273.MG_434 507
243273.MG_445 243273.MG_182 489
243273.MG_445 243273.MG_405 321
243273.MG_445 243273.MG_084 354
243273.MG_445 243273.MG_458 192
243273.MG_445 243273.MG_093 504
243273.MG_445 243273.MG_036 228
243273.MG_445 243273.MG_362 521
243273.MG_445 243273.MG_299 204
243273.MG_446 243273.MG_162 999
243273.MG_446 243273.MG_143 747
243273.MG_446 243273.MG_440 304
243273.MG_446 243273.MG_201 152
243273.MG_446 243273.MG_442 886
243273.MG_446 243273.MG_150 999
243273.MG_446 243273.MG_166 999
243273.MG_446 243273.MG_351 258
243273.MG_446 243273.MG_204 162
243273.MG_446 243273.MG_466 999
243273.MG_446 243273.MG_168 999
243273.MG_446 243273.MG_081 999
243273.MG_446 243273.MG_252 154
243273.MG_446 243273.MG_375 855
243273.MG_446 243273.MG_299 178
243273.MG_446 243273.MG_036 257
243273.MG_446 243273.MG_516 210
243273.MG_446 243273.MG_362 999
243273.MG_446 243273.MG_024 178
243273.MG_446 243273.MG_093 999
243273.MG_446 243273.MG_118 177
243273.MG_446 243273.MG_405 434
243273.MG_446 243273.MG_434 352
243273.MG_446 243273.MG_258 987
243273.MG_446 243273.MG_418 999
243273.MG_446 243273.MG_112 218
243273.MG_446 243273.MG_172 224
243273.MG_446 243273.MG_425 181
243273.MG_446 243273.MG_282 303
243273.MG_446 243273.MG_167 999
243273.MG_446 243273.MG_431 212
243273.MG_446 243273.MG_457 897
243273.MG_446 243273.MG_097 786
243273.MG_446 243273.MG_259 376
243273.MG_446 243273.MG_276 228
243273.MG_446 243273.MG_435 999
243273.MG_446 243273.MG_439 304
243273.MG_446 243273.MG_200 702
243273.MG_446 243273.MG_283 230
243273.MG_446 243273.MG_059 988
243273.MG_446 243273.MG_096 186
243273.MG_446 243273.MG_165 999
243273.MG_446 243273.MG_451 999
243273.MG_446 243273.MG_056 253
243273.MG_446 243273.MG_138 993
243273.MG_446 243273.MG_019 702
243273.MG_446 243273.MG_368 331
243273.MG_446 243273.MG_174 999
243273.MG_446 243273.MG_126 175
243273.MG_446 243273.MG_158 999
243273.MG_446 243273.MG_444 999
243273.MG_446 243273.MG_175 999
243273.MG_446 243273.MG_207 152
243273.MG_446 243273.MG_141 739
243273.MG_446 243273.MG_194 293
243273.MG_446 243273.MG_481 999
243273.MG_446 243273.MG_387 988
243273.MG_446 243273.MG_142 927
243273.MG_446 243273.MG_153 999
243273.MG_446 243273.MG_157 999
243273.MG_446 243273.MG_151 999
243273.MG_446 243273.MG_152 999
243273.MG_446 243273.MG_311 999
243273.MG_446 243273.MG_325 937
243273.MG_446 243273.MG_476 261
243273.MG_446 243273.MG_345 219
243273.MG_446 243273.MG_408 229
243273.MG_446 243273.MG_234 999
243273.MG_446 243273.MG_297 202
243273.MG_446 243273.MG_122 382
243273.MG_446 243273.MG_159 999
243273.MG_446 243273.MG_048 800
243273.MG_446 243273.MG_380 364
243273.MG_446 243273.MG_473 937
243273.MG_446 243273.MG_085 186
243273.MG_446 243273.MG_054 793
243273.MG_446 243273.MG_357 263
243273.MG_446 243273.MG_107 239
243273.MG_446 243273.MG_275 599
243273.MG_446 243273.MG_115 265
243273.MG_446 243273.MG_169 999
243273.MG_446 243273.MG_134 152
243273.MG_446 243273.MG_407 267
243273.MG_446 243273.MG_365 191
243273.MG_446 243273.MG_426 999
243273.MG_446 243273.MG_110 825
243273.MG_446 243273.MG_433 861
243273.MG_446 243273.MG_091 249
243273.MG_446 243273.MG_004 162
243273.MG_446 243273.MG_030 190
243273.MG_446 243273.MG_404 574
243273.MG_446 243273.MG_278 977
243273.MG_446 243273.MG_411 282
243273.MG_446 243273.MG_398 260
243273.MG_446 243273.MG_088 999
243273.MG_446 243273.MG_197 999
243273.MG_446 243273.MG_463 928
243273.MG_446 243273.MG_089 998
243273.MG_446 243273.MG_114 218
243273.MG_446 243273.MG_002 702
243273.MG_446 243273.MG_041 328
243273.MG_446 243273.MG_215 151
243273.MG_446 243273.MG_257 999
243273.MG_446 243273.MG_378 213
243273.MG_446 243273.MG_038 209
243273.MG_446 243273.MG_305 379
243273.MG_446 243273.MG_341 801
243273.MG_446 243273.MG_173 798
243273.MG_446 243273.MG_161 999
243273.MG_446 243273.MG_273 172
243273.MG_446 243273.MG_448 660
243273.MG_446 243273.MG_164 999
243273.MG_446 243273.MG_021 217
243273.MG_446 243273.MG_287 437
243273.MG_446 243273.MG_238 812
243273.MG_446 243273.MG_163 999
243273.MG_446 243273.MG_092 999
243273.MG_446 243273.MG_522 999
243273.MG_446 243273.MG_027 220
243273.MG_446 243273.MG_082 999
243273.MG_446 243273.MG_070 999
243273.MG_446 243273.MG_401 367
243273.MG_446 243273.MG_464 651
243273.MG_446 243273.MG_232 999
243273.MG_446 243273.MG_155 999
243273.MG_446 243273.MG_160 999
243273.MG_446 243273.MG_393 227
243273.MG_446 243273.MG_171 226
243273.MG_446 243273.MG_443 795
243273.MG_446 243273.MG_402 559
243273.MG_446 243273.MG_154 999
243273.MG_446 243273.MG_292 319
243273.MG_446 243273.MG_403 697
243273.MG_446 243273.MG_274 208
243273.MG_446 243273.MG_195 733
243273.MG_446 243273.MG_318 919
243273.MG_446 243273.MG_222 790
243273.MG_446 243273.MG_055 727
243273.MG_446 243273.MG_058 250
243273.MG_446 243273.MG_462 209
243273.MG_446 243273.MG_460 193
243273.MG_446 243273.MG_400 360
243273.MG_446 243273.MG_353 279
243273.MG_446 243273.MG_026 995
243273.MG_446 243273.MG_177 989
243273.MG_446 243273.MG_023 727
243273.MG_446 243273.MG_465 439
243273.MG_446 243273.MG_384 230
243273.MG_446 243273.MG_295 186
243273.MG_446 243273.MG_340 742
243273.MG_446 243273.MG_367 993
243273.MG_446 243273.MG_196 840
243273.MG_446 243273.MG_424 999
243273.MG_446 243273.MG_308 181
243273.MG_446 243273.MG_217 169
243273.MG_446 243273.MG_062 333
243273.MG_446 243273.MG_445 978
243273.MG_446 243273.MG_127 186
243273.MG_446 243273.MG_178 999
243273.MG_446 243273.MG_441 446
243273.MG_446 243273.MG_198 999
243273.MG_446 243273.MG_399 181
243273.MG_446 243273.MG_090 999
243273.MG_446 243273.MG_176 999
243273.MG_446 243273.MG_363 999
243273.MG_446 243273.MG_156 999
243273.MG_446 243273.MG_361 999
243273.MG_446 243273.MG_106 963
243273.MG_446 243273.MG_455 236
243273.MG_446 243273.MG_332 232
243273.MG_446 243273.MG_087 999
243273.MG_446 243273.MG_233 250
243273.MG_446 243273.MG_417 999
243273.MG_446 243273.MG_170 834
243273.MG_447 243273.MG_355 226
243273.MG_447 243273.MG_409 341
243273.MG_447 243273.MG_090 546
243273.MG_447 243273.MG_064 724
243273.MG_447 243273.MG_291 294
243273.MG_447 243273.MG_226 284
243273.MG_447 243273.MG_061 419
243273.MG_447 243273.MG_210 643
243273.MG_447 243273.MG_098 531
243273.MG_447 243273.MG_235 165
243273.MG_447 243273.MG_146 343
243273.MG_447 243273.MG_301 467
243273.MG_447 243273.MG_412 634
243273.MG_447 243273.MG_465 231
243273.MG_447 243273.MG_384 185
243273.MG_447 243273.MG_272 262
243273.MG_447 243273.MG_477 346
243273.MG_447 243273.MG_033 191
243273.MG_447 243273.MG_145 191
243273.MG_447 243273.MG_353 236
243273.MG_447 243273.MG_073 183
243273.MG_447 243273.MG_522 233
243273.MG_447 243273.MG_224 197
243273.MG_447 243273.MG_448 799
243273.MG_447 243273.MG_366 381
243273.MG_447 243273.MG_092 246
243273.MG_447 243273.MG_402 155
243273.MG_447 243273.MG_443 267
243273.MG_447 243273.MG_403 181
243273.MG_447 243273.MG_195 757
243273.MG_447 243273.MG_464 217
243273.MG_447 243273.MG_160 233
243273.MG_447 243273.MG_253 220
243273.MG_447 243273.MG_063 222
243273.MG_447 243273.MG_411 453
243273.MG_447 243273.MG_517 346
243273.MG_447 243273.MG_040 670
243273.MG_447 243273.MG_140 458
243273.MG_447 243273.MG_208 478
243273.MG_447 243273.MG_334 186
243273.MG_447 243273.MG_225 324
243273.MG_447 243273.MG_378 250
243273.MG_447 243273.MG_086 207
243273.MG_447 243273.MG_360 167
243273.MG_447 243273.MG_216 151
243273.MG_447 243273.MG_463 159
243273.MG_447 243273.MG_114 245
243273.MG_447 243273.MG_002 267
243273.MG_447 243273.MG_356 465
243273.MG_447 243273.MG_257 185
243273.MG_447 243273.MG_260 493
243273.MG_447 243273.MG_122 405
243273.MG_447 243273.MG_432 539
243273.MG_447 243273.MG_159 233
243273.MG_447 243273.MG_426 346
243273.MG_447 243273.MG_213 660
243273.MG_447 243273.MG_263 246
243273.MG_447 243273.MG_091 162
243273.MG_447 243273.MG_134 352
243273.MG_447 243273.MG_386 531
243273.MG_447 243273.MG_153 246
243273.MG_447 243273.MG_218 264
243273.MG_447 243273.MG_141 186
243273.MG_447 243273.MG_470 220
243273.MG_447 243273.MG_185 466
243273.MG_447 243273.MG_408 156
243273.MG_447 243273.MG_468 473
243273.MG_447 243273.MG_234 251
243273.MG_447 243273.MG_157 157
243273.MG_447 243273.MG_289 215
243273.MG_447 243273.MG_005 190
243273.MG_447 243273.MG_259 299
